source,target
(('duke'. 'dead'. 0). ('captain'. 'dead'. 6). 2. 0. 0. 0. 0),(('duke'. 'dead'. 0). ('captain'. 'dead'. 7). 1. 0. 0. 0. 0)
(('duke'. 'dead'. 0). ('captain'. 'dead'. 7). 1. 0. 0. 0. 0),(('duke'. 'dead'. 1). ('captain'. 'dead'. 7). 2. 0. 0. 0. 0)
(('duke'. 'dead'. 0). ('captain'. 'dead'. 7). 1. 0. 0. 0. 0),(('duke'. 'dead'. 0). ('captain'. 'dead'. 7). 2. 0. 1. 0. 0)
(('duke'. 'dead'. 0). ('captain'. 'dead'. 7). 1. 0. 0. 0. 0),(('duke'. 'dead'. 3). ('captain'. 'dead'. 7). 2. 0. 0. 0. 0)
(('duke'. 'dead'. 0). ('captain'. 'dead'. 7). 2. 0. 1. 0. 0),(('duke'. 'dead'. 2). ('captain'. 'dead'. 7). 2. 0. 0. 0. 0)
(('duke'. 'dead'. 3). ('captain'. 'dead'. 7). 2. 0. 0. 0. 0),(('duke'. 'dead'. 3). ('captain'. 'dead'. 0). 1. 0. 0. 0. 1)
(('duke'. 'dead'. 3). ('captain'. 'dead'. 0). 1. 0. 0. 0. 1),(('dead'. 'dead'. 3). ('captain'. 'dead'. 0). 1. 0. 0. 0. 0)
(('duke'. 'dead'. 10). ('captain'. 'captain'. 6). 2. 0. 0. 0. 0),(('duke'. 'dead'. 10). ('captain'. 'captain'. 7). 1. 0. 0. 0. 0)
(('duke'. 'dead'. 10). ('captain'. 'captain'. 7). 1. 0. 0. 0. 0),(('duke'. 'dead'. 3). ('captain'. 'captain'. 7). 2. 0. 0. 0. 1)
(('duke'. 'dead'. 3). ('captain'. 'captain'. 7). 2. 0. 0. 0. 1),(('duke'. 'dead'. 3). ('captain'. 'dead'. 7). 2. 0. 0. 0. 0)
(('duke'. 'duke'. 0). ('captain'. 'captain'. 6). 2. 0. 1. 0. 0),(('duke'. 'duke'. 2). ('captain'. 'captain'. 6). 2. 0. 0. 0. 0)
(('duke'. 'duke'. 2). ('captain'. 'captain'. 6). 2. 0. 0. 0. 0),(('duke'. 'duke'. 2). ('captain'. 'captain'. 6). 1. 0. 0. 1. 0)
(('duke'. 'duke'. 2). ('captain'. 'captain'. 6). 1. 0. 0. 1. 0),(('duke'. 'duke'. 0). ('captain'. 'captain'. 8). 1. 0. 0. 0. 0)
(('duke'. 'duke'. 0). ('captain'. 'captain'. 8). 1. 0. 0. 0. 0),(('duke'. 'duke'. 1). ('captain'. 'captain'. 8). 2. 0. 0. 0. 0)
(('duke'. 'duke'. 0). ('captain'. 'captain'. 8). 1. 0. 0. 0. 0),(('duke'. 'duke'. 0). ('captain'. 'captain'. 8). 2. 0. 1. 0. 0)
(('duke'. 'duke'. 0). ('captain'. 'captain'. 8). 1. 0. 0. 0. 0),(('duke'. 'duke'. 3). ('captain'. 'captain'. 8). 2. 0. 0. 0. 0)
(('duke'. 'duke'. 1). ('captain'. 'captain'. 8). 2. 0. 0. 0. 0),(('duke'. 'duke'. 1). ('captain'. 'captain'. 1). 1. 0. 0. 0. 1)
(('duke'. 'duke'. 1). ('captain'. 'captain'. 1). 1. 0. 0. 0. 1),(('dead'. 'duke'. 1). ('captain'. 'captain'. 1). 1. 0. 0. 0. 0)
(('duke'. 'duke'. 1). ('captain'. 'captain'. 1). 1. 0. 0. 0. 1),(('duke'. 'dead'. 1). ('captain'. 'captain'. 1). 1. 0. 0. 0. 0)
(('dead'. 'duke'. 1). ('captain'. 'captain'. 1). 1. 0. 0. 0. 0),(('dead'. 'duke'. 2). ('captain'. 'captain'. 1). 2. 0. 0. 0. 0)
(('dead'. 'duke'. 1). ('captain'. 'captain'. 1). 1. 0. 0. 0. 0),(('dead'. 'duke'. 1). ('captain'. 'captain'. 1). 2. 0. 1. 0. 0)
(('dead'. 'duke'. 1). ('captain'. 'captain'. 1). 1. 0. 0. 0. 0),(('dead'. 'duke'. 4). ('captain'. 'captain'. 1). 2. 0. 0. 0. 0)
(('dead'. 'duke'. 2). ('captain'. 'captain'. 1). 2. 0. 0. 0. 0),(('dead'. 'duke'. 2). ('captain'. 'captain'. 1). 1. 0. 0. 1. 0)
(('dead'. 'duke'. 2). ('captain'. 'captain'. 1). 1. 0. 0. 1. 0),(('dead'. 'duke'. 0). ('captain'. 'captain'. 3). 1. 0. 0. 0. 0)
(('dead'. 'duke'. 0). ('captain'. 'captain'. 3). 1. 0. 0. 0. 0),(('dead'. 'duke'. 1). ('captain'. 'captain'. 3). 2. 0. 0. 0. 0)
(('dead'. 'duke'. 0). ('captain'. 'captain'. 3). 1. 0. 0. 0. 0),(('dead'. 'duke'. 0). ('captain'. 'captain'. 3). 2. 0. 1. 0. 0)
(('dead'. 'duke'. 0). ('captain'. 'captain'. 3). 1. 0. 0. 0. 0),(('dead'. 'duke'. 3). ('captain'. 'captain'. 3). 2. 0. 0. 0. 0)
(('dead'. 'duke'. 1). ('captain'. 'captain'. 3). 2. 0. 0. 0. 0),(('dead'. 'duke'. 1). ('captain'. 'captain'. 4). 1. 0. 0. 0. 0)
(('dead'. 'duke'. 0). ('captain'. 'captain'. 3). 2. 0. 1. 0. 0),(('dead'. 'duke'. 2). ('captain'. 'captain'. 3). 2. 0. 0. 0. 0)
(('dead'. 'duke'. 2). ('captain'. 'captain'. 3). 2. 0. 0. 0. 0),(('dead'. 'duke'. 2). ('captain'. 'captain'. 3). 1. 0. 0. 1. 0)
(('dead'. 'duke'. 2). ('captain'. 'captain'. 3). 1. 0. 0. 1. 0),(('dead'. 'duke'. 0). ('captain'. 'captain'. 5). 1. 0. 0. 0. 0)
(('dead'. 'duke'. 0). ('captain'. 'captain'. 5). 1. 0. 0. 0. 0),(('dead'. 'duke'. 1). ('captain'. 'captain'. 5). 2. 0. 0. 0. 0)
(('dead'. 'duke'. 0). ('captain'. 'captain'. 5). 1. 0. 0. 0. 0),(('dead'. 'duke'. 0). ('captain'. 'captain'. 5). 2. 0. 1. 0. 0)
(('dead'. 'duke'. 0). ('captain'. 'captain'. 5). 1. 0. 0. 0. 0),(('dead'. 'duke'. 3). ('captain'. 'captain'. 5). 2. 0. 0. 0. 0)
(('dead'. 'duke'. 1). ('captain'. 'captain'. 5). 2. 0. 0. 0. 0),(('dead'. 'duke'. 1). ('captain'. 'captain'. 6). 1. 0. 0. 0. 0)
(('dead'. 'duke'. 0). ('captain'. 'captain'. 5). 2. 0. 1. 0. 0),(('dead'. 'duke'. 2). ('captain'. 'captain'. 5). 2. 0. 0. 0. 0)
(('dead'. 'duke'. 3). ('captain'. 'captain'. 3). 2. 0. 0. 0. 0),(('dead'. 'duke'. 3). ('captain'. 'captain'. 3). 1. 0. 0. 1. 0)
(('dead'. 'duke'. 3). ('captain'. 'captain'. 3). 1. 0. 0. 1. 0),(('dead'. 'duke'. 1). ('captain'. 'captain'. 5). 1. 0. 0. 0. 0)
(('dead'. 'duke'. 1). ('captain'. 'captain'. 1). 2. 0. 1. 0. 0),(('dead'. 'duke'. 3). ('captain'. 'captain'. 1). 2. 0. 0. 0. 0)
(('dead'. 'duke'. 3). ('captain'. 'captain'. 1). 2. 0. 0. 0. 0),(('dead'. 'duke'. 3). ('captain'. 'captain'. 1). 1. 0. 0. 1. 0)
(('dead'. 'duke'. 3). ('captain'. 'captain'. 1). 1. 0. 0. 1. 0),(('dead'. 'duke'. 1). ('captain'. 'captain'. 3). 1. 0. 0. 0. 0)
(('dead'. 'duke'. 1). ('captain'. 'captain'. 3). 1. 0. 0. 0. 0),(('dead'. 'duke'. 2). ('captain'. 'captain'. 3). 2. 0. 0. 0. 0)
(('dead'. 'duke'. 1). ('captain'. 'captain'. 3). 1. 0. 0. 0. 0),(('dead'. 'duke'. 1). ('captain'. 'captain'. 3). 2. 0. 1. 0. 0)
(('dead'. 'duke'. 1). ('captain'. 'captain'. 3). 1. 0. 0. 0. 0),(('dead'. 'duke'. 4). ('captain'. 'captain'. 3). 2. 0. 0. 0. 0)
(('dead'. 'duke'. 1). ('captain'. 'captain'. 3). 2. 0. 1. 0. 0),(('dead'. 'duke'. 3). ('captain'. 'captain'. 3). 2. 0. 0. 0. 0)
(('dead'. 'duke'. 4). ('captain'. 'captain'. 3). 2. 0. 0. 0. 0),(('dead'. 'duke'. 4). ('captain'. 'captain'. 3). 1. 0. 0. 1. 0)
(('dead'. 'duke'. 4). ('captain'. 'captain'. 3). 1. 0. 0. 1. 0),(('dead'. 'duke'. 2). ('captain'. 'captain'. 5). 1. 0. 0. 0. 0)
(('dead'. 'duke'. 2). ('captain'. 'captain'. 5). 1. 0. 0. 0. 0),(('dead'. 'duke'. 3). ('captain'. 'captain'. 5). 2. 0. 0. 0. 0)
(('dead'. 'duke'. 2). ('captain'. 'captain'. 5). 1. 0. 0. 0. 0),(('dead'. 'duke'. 2). ('captain'. 'captain'. 5). 2. 0. 1. 0. 0)
(('dead'. 'duke'. 2). ('captain'. 'captain'. 5). 1. 0. 0. 0. 0),(('dead'. 'duke'. 5). ('captain'. 'captain'. 5). 2. 0. 0. 0. 0)
(('dead'. 'duke'. 2). ('captain'. 'captain'. 5). 2. 0. 1. 0. 0),(('dead'. 'duke'. 4). ('captain'. 'captain'. 5). 2. 0. 0. 0. 0)
(('dead'. 'duke'. 5). ('captain'. 'captain'. 5). 2. 0. 0. 0. 0),(('dead'. 'duke'. 5). ('captain'. 'captain'. 5). 1. 0. 0. 1. 0)
(('dead'. 'duke'. 5). ('captain'. 'captain'. 5). 1. 0. 0. 1. 0),(('dead'. 'duke'. 3). ('captain'. 'captain'. 7). 1. 0. 0. 0. 0)
(('dead'. 'duke'. 4). ('captain'. 'captain'. 1). 2. 0. 0. 0. 0),(('dead'. 'duke'. 4). ('captain'. 'captain'. 1). 1. 0. 0. 1. 0)
(('dead'. 'duke'. 4). ('captain'. 'captain'. 1). 1. 0. 0. 1. 0),(('dead'. 'duke'. 2). ('captain'. 'captain'. 3). 1. 0. 0. 0. 0)
(('dead'. 'duke'. 2). ('captain'. 'captain'. 3). 1. 0. 0. 0. 0),(('dead'. 'duke'. 3). ('captain'. 'captain'. 3). 2. 0. 0. 0. 0)
(('dead'. 'duke'. 2). ('captain'. 'captain'. 3). 1. 0. 0. 0. 0),(('dead'. 'duke'. 2). ('captain'. 'captain'. 3). 2. 0. 1. 0. 0)
(('dead'. 'duke'. 2). ('captain'. 'captain'. 3). 1. 0. 0. 0. 0),(('dead'. 'duke'. 5). ('captain'. 'captain'. 3). 2. 0. 0. 0. 0)
(('dead'. 'duke'. 2). ('captain'. 'captain'. 3). 2. 0. 1. 0. 0),(('dead'. 'duke'. 4). ('captain'. 'captain'. 3). 2. 0. 0. 0. 0)
(('dead'. 'duke'. 5). ('captain'. 'captain'. 3). 2. 0. 0. 0. 0),(('dead'. 'duke'. 5). ('captain'. 'captain'. 3). 1. 0. 0. 1. 0)
(('dead'. 'duke'. 5). ('captain'. 'captain'. 3). 1. 0. 0. 1. 0),(('dead'. 'duke'. 3). ('captain'. 'captain'. 5). 1. 0. 0. 0. 0)
(('dead'. 'duke'. 3). ('captain'. 'captain'. 5). 1. 0. 0. 0. 0),(('dead'. 'duke'. 4). ('captain'. 'captain'. 5). 2. 0. 0. 0. 0)
(('dead'. 'duke'. 3). ('captain'. 'captain'. 5). 1. 0. 0. 0. 0),(('dead'. 'duke'. 3). ('captain'. 'captain'. 5). 2. 0. 1. 0. 0)
(('dead'. 'duke'. 3). ('captain'. 'captain'. 5). 1. 0. 0. 0. 0),(('dead'. 'duke'. 6). ('captain'. 'captain'. 5). 2. 0. 0. 0. 0)
(('dead'. 'duke'. 3). ('captain'. 'captain'. 5). 2. 0. 1. 0. 0),(('dead'. 'duke'. 5). ('captain'. 'captain'. 5). 2. 0. 0. 0. 0)
(('dead'. 'duke'. 6). ('captain'. 'captain'. 5). 2. 0. 0. 0. 0),(('dead'. 'duke'. 6). ('captain'. 'captain'. 5). 1. 0. 0. 1. 0)
(('dead'. 'duke'. 6). ('captain'. 'captain'. 5). 1. 0. 0. 1. 0),(('dead'. 'duke'. 4). ('captain'. 'captain'. 7). 1. 0. 0. 0. 0)
(('duke'. 'dead'. 1). ('captain'. 'captain'. 1). 1. 0. 0. 0. 0),(('duke'. 'dead'. 2). ('captain'. 'captain'. 1). 2. 0. 0. 0. 0)
(('duke'. 'dead'. 1). ('captain'. 'captain'. 1). 1. 0. 0. 0. 0),(('duke'. 'dead'. 1). ('captain'. 'captain'. 1). 2. 0. 1. 0. 0)
(('duke'. 'dead'. 1). ('captain'. 'captain'. 1). 1. 0. 0. 0. 0),(('duke'. 'dead'. 4). ('captain'. 'captain'. 1). 2. 0. 0. 0. 0)
(('duke'. 'dead'. 2). ('captain'. 'captain'. 1). 2. 0. 0. 0. 0),(('duke'. 'dead'. 2). ('captain'. 'captain'. 1). 1. 0. 0. 1. 0)
(('duke'. 'dead'. 2). ('captain'. 'captain'. 1). 1. 0. 0. 1. 0),(('duke'. 'dead'. 0). ('captain'. 'captain'. 3). 1. 0. 0. 0. 0)
(('duke'. 'dead'. 0). ('captain'. 'captain'. 3). 1. 0. 0. 0. 0),(('duke'. 'dead'. 1). ('captain'. 'captain'. 3). 2. 0. 0. 0. 0)
(('duke'. 'dead'. 0). ('captain'. 'captain'. 3). 1. 0. 0. 0. 0),(('duke'. 'dead'. 0). ('captain'. 'captain'. 3). 2. 0. 1. 0. 0)
(('duke'. 'dead'. 0). ('captain'. 'captain'. 3). 1. 0. 0. 0. 0),(('duke'. 'dead'. 3). ('captain'. 'captain'. 3). 2. 0. 0. 0. 0)
(('duke'. 'dead'. 1). ('captain'. 'captain'. 3). 2. 0. 0. 0. 0),(('duke'. 'dead'. 1). ('captain'. 'captain'. 4). 1. 0. 0. 0. 0)
(('duke'. 'dead'. 0). ('captain'. 'captain'. 3). 2. 0. 1. 0. 0),(('duke'. 'dead'. 2). ('captain'. 'captain'. 3). 2. 0. 0. 0. 0)
(('duke'. 'dead'. 2). ('captain'. 'captain'. 3). 2. 0. 0. 0. 0),(('duke'. 'dead'. 2). ('captain'. 'captain'. 3). 1. 0. 0. 1. 0)
(('duke'. 'dead'. 2). ('captain'. 'captain'. 3). 1. 0. 0. 1. 0),(('duke'. 'dead'. 0). ('captain'. 'captain'. 5). 1. 0. 0. 0. 0)
(('duke'. 'dead'. 0). ('captain'. 'captain'. 5). 1. 0. 0. 0. 0),(('duke'. 'dead'. 1). ('captain'. 'captain'. 5). 2. 0. 0. 0. 0)
(('duke'. 'dead'. 0). ('captain'. 'captain'. 5). 1. 0. 0. 0. 0),(('duke'. 'dead'. 0). ('captain'. 'captain'. 5). 2. 0. 1. 0. 0)
(('duke'. 'dead'. 0). ('captain'. 'captain'. 5). 1. 0. 0. 0. 0),(('duke'. 'dead'. 3). ('captain'. 'captain'. 5). 2. 0. 0. 0. 0)
(('duke'. 'dead'. 1). ('captain'. 'captain'. 5). 2. 0. 0. 0. 0),(('duke'. 'dead'. 1). ('captain'. 'captain'. 6). 1. 0. 0. 0. 0)
(('duke'. 'dead'. 0). ('captain'. 'captain'. 5). 2. 0. 1. 0. 0),(('duke'. 'dead'. 2). ('captain'. 'captain'. 5). 2. 0. 0. 0. 0)
(('duke'. 'dead'. 3). ('captain'. 'captain'. 3). 2. 0. 0. 0. 0),(('duke'. 'dead'. 3). ('captain'. 'captain'. 3). 1. 0. 0. 1. 0)
(('duke'. 'dead'. 3). ('captain'. 'captain'. 3). 1. 0. 0. 1. 0),(('duke'. 'dead'. 1). ('captain'. 'captain'. 5). 1. 0. 0. 0. 0)
(('duke'. 'dead'. 1). ('captain'. 'captain'. 1). 2. 0. 1. 0. 0),(('duke'. 'dead'. 3). ('captain'. 'captain'. 1). 2. 0. 0. 0. 0)
(('duke'. 'dead'. 3). ('captain'. 'captain'. 1). 2. 0. 0. 0. 0),(('duke'. 'dead'. 3). ('captain'. 'captain'. 1). 1. 0. 0. 1. 0)
(('duke'. 'dead'. 3). ('captain'. 'captain'. 1). 1. 0. 0. 1. 0),(('duke'. 'dead'. 1). ('captain'. 'captain'. 3). 1. 0. 0. 0. 0)
(('duke'. 'dead'. 1). ('captain'. 'captain'. 3). 1. 0. 0. 0. 0),(('duke'. 'dead'. 2). ('captain'. 'captain'. 3). 2. 0. 0. 0. 0)
(('duke'. 'dead'. 1). ('captain'. 'captain'. 3). 1. 0. 0. 0. 0),(('duke'. 'dead'. 1). ('captain'. 'captain'. 3). 2. 0. 1. 0. 0)
(('duke'. 'dead'. 1). ('captain'. 'captain'. 3). 1. 0. 0. 0. 0),(('duke'. 'dead'. 4). ('captain'. 'captain'. 3). 2. 0. 0. 0. 0)
(('duke'. 'dead'. 1). ('captain'. 'captain'. 3). 2. 0. 1. 0. 0),(('duke'. 'dead'. 3). ('captain'. 'captain'. 3). 2. 0. 0. 0. 0)
(('duke'. 'dead'. 4). ('captain'. 'captain'. 3). 2. 0. 0. 0. 0),(('duke'. 'dead'. 4). ('captain'. 'captain'. 3). 1. 0. 0. 1. 0)
(('duke'. 'dead'. 4). ('captain'. 'captain'. 3). 1. 0. 0. 1. 0),(('duke'. 'dead'. 2). ('captain'. 'captain'. 5). 1. 0. 0. 0. 0)
(('duke'. 'dead'. 2). ('captain'. 'captain'. 5). 1. 0. 0. 0. 0),(('duke'. 'dead'. 3). ('captain'. 'captain'. 5). 2. 0. 0. 0. 0)
(('duke'. 'dead'. 2). ('captain'. 'captain'. 5). 1. 0. 0. 0. 0),(('duke'. 'dead'. 2). ('captain'. 'captain'. 5). 2. 0. 1. 0. 0)
(('duke'. 'dead'. 2). ('captain'. 'captain'. 5). 1. 0. 0. 0. 0),(('duke'. 'dead'. 5). ('captain'. 'captain'. 5). 2. 0. 0. 0. 0)
(('duke'. 'dead'. 2). ('captain'. 'captain'. 5). 2. 0. 1. 0. 0),(('duke'. 'dead'. 4). ('captain'. 'captain'. 5). 2. 0. 0. 0. 0)
(('duke'. 'dead'. 5). ('captain'. 'captain'. 5). 2. 0. 0. 0. 0),(('duke'. 'dead'. 5). ('captain'. 'captain'. 5). 1. 0. 0. 1. 0)
(('duke'. 'dead'. 5). ('captain'. 'captain'. 5). 1. 0. 0. 1. 0),(('duke'. 'dead'. 3). ('captain'. 'captain'. 7). 1. 0. 0. 0. 0)
(('duke'. 'dead'. 4). ('captain'. 'captain'. 1). 2. 0. 0. 0. 0),(('duke'. 'dead'. 4). ('captain'. 'captain'. 1). 1. 0. 0. 1. 0)
(('duke'. 'dead'. 4). ('captain'. 'captain'. 1). 1. 0. 0. 1. 0),(('duke'. 'dead'. 2). ('captain'. 'captain'. 3). 1. 0. 0. 0. 0)
(('duke'. 'dead'. 2). ('captain'. 'captain'. 3). 1. 0. 0. 0. 0),(('duke'. 'dead'. 3). ('captain'. 'captain'. 3). 2. 0. 0. 0. 0)
(('duke'. 'dead'. 2). ('captain'. 'captain'. 3). 1. 0. 0. 0. 0),(('duke'. 'dead'. 2). ('captain'. 'captain'. 3). 2. 0. 1. 0. 0)
(('duke'. 'dead'. 2). ('captain'. 'captain'. 3). 1. 0. 0. 0. 0),(('duke'. 'dead'. 5). ('captain'. 'captain'. 3). 2. 0. 0. 0. 0)
(('duke'. 'dead'. 2). ('captain'. 'captain'. 3). 2. 0. 1. 0. 0),(('duke'. 'dead'. 4). ('captain'. 'captain'. 3). 2. 0. 0. 0. 0)
(('duke'. 'dead'. 5). ('captain'. 'captain'. 3). 2. 0. 0. 0. 0),(('duke'. 'dead'. 5). ('captain'. 'captain'. 3). 1. 0. 0. 1. 0)
(('duke'. 'dead'. 5). ('captain'. 'captain'. 3). 1. 0. 0. 1. 0),(('duke'. 'dead'. 3). ('captain'. 'captain'. 5). 1. 0. 0. 0. 0)
(('duke'. 'dead'. 3). ('captain'. 'captain'. 5). 1. 0. 0. 0. 0),(('duke'. 'dead'. 4). ('captain'. 'captain'. 5). 2. 0. 0. 0. 0)
(('duke'. 'dead'. 3). ('captain'. 'captain'. 5). 1. 0. 0. 0. 0),(('duke'. 'dead'. 3). ('captain'. 'captain'. 5). 2. 0. 1. 0. 0)
(('duke'. 'dead'. 3). ('captain'. 'captain'. 5). 1. 0. 0. 0. 0),(('duke'. 'dead'. 6). ('captain'. 'captain'. 5). 2. 0. 0. 0. 0)
(('duke'. 'dead'. 3). ('captain'. 'captain'. 5). 2. 0. 1. 0. 0),(('duke'. 'dead'. 5). ('captain'. 'captain'. 5). 2. 0. 0. 0. 0)
(('duke'. 'dead'. 6). ('captain'. 'captain'. 5). 2. 0. 0. 0. 0),(('duke'. 'dead'. 6). ('captain'. 'captain'. 5). 1. 0. 0. 1. 0)
(('duke'. 'dead'. 6). ('captain'. 'captain'. 5). 1. 0. 0. 1. 0),(('duke'. 'dead'. 4). ('captain'. 'captain'. 7). 1. 0. 0. 0. 0)
(('duke'. 'duke'. 0). ('captain'. 'captain'. 8). 2. 0. 1. 0. 0),(('duke'. 'duke'. 2). ('captain'. 'captain'. 8). 2. 0. 0. 0. 0)
(('duke'. 'duke'. 2). ('captain'. 'captain'. 8). 2. 0. 0. 0. 0),(('duke'. 'duke'. 2). ('captain'. 'captain'. 8). 1. 0. 0. 1. 0)
(('duke'. 'duke'. 2). ('captain'. 'captain'. 8). 1. 0. 0. 1. 0),(('duke'. 'duke'. 0). ('captain'. 'captain'. 10). 1. 0. 0. 0. 0)
(('duke'. 'duke'. 0). ('captain'. 'captain'. 10). 1. 0. 0. 0. 0),(('duke'. 'duke'. 1). ('captain'. 'captain'. 10). 2. 0. 0. 0. 0)
(('duke'. 'duke'. 0). ('captain'. 'captain'. 10). 1. 0. 0. 0. 0),(('duke'. 'duke'. 0). ('captain'. 'captain'. 10). 2. 0. 1. 0. 0)
(('duke'. 'duke'. 0). ('captain'. 'captain'. 10). 1. 0. 0. 0. 0),(('duke'. 'duke'. 3). ('captain'. 'captain'. 10). 2. 0. 0. 0. 0)
(('duke'. 'duke'. 1). ('captain'. 'captain'. 10). 2. 0. 0. 0. 0),(('duke'. 'duke'. 1). ('captain'. 'captain'. 3). 1. 0. 0. 0. 1)
(('duke'. 'duke'. 1). ('captain'. 'captain'. 3). 1. 0. 0. 0. 1),(('dead'. 'duke'. 1). ('captain'. 'captain'. 3). 1. 0. 0. 0. 0)
(('duke'. 'duke'. 1). ('captain'. 'captain'. 3). 1. 0. 0. 0. 1),(('duke'. 'dead'. 1). ('captain'. 'captain'. 3). 1. 0. 0. 0. 0)
(('duke'. 'duke'. 0). ('captain'. 'captain'. 10). 2. 0. 1. 0. 0),(('duke'. 'duke'. 2). ('captain'. 'captain'. 10). 2. 0. 0. 0. 0)
(('duke'. 'duke'. 2). ('captain'. 'captain'. 10). 2. 0. 0. 0. 0),(('duke'. 'duke'. 2). ('captain'. 'captain'. 3). 1. 0. 0. 0. 1)
(('duke'. 'duke'. 2). ('captain'. 'captain'. 3). 1. 0. 0. 0. 1),(('dead'. 'duke'. 2). ('captain'. 'captain'. 3). 1. 0. 0. 0. 0)
(('duke'. 'duke'. 2). ('captain'. 'captain'. 3). 1. 0. 0. 0. 1),(('duke'. 'dead'. 2). ('captain'. 'captain'. 3). 1. 0. 0. 0. 0)
(('duke'. 'duke'. 3). ('captain'. 'captain'. 10). 2. 0. 0. 0. 0),(('duke'. 'duke'. 3). ('captain'. 'captain'. 3). 1. 0. 0. 0. 1)
(('duke'. 'duke'. 3). ('captain'. 'captain'. 3). 1. 0. 0. 0. 1),(('dead'. 'duke'. 3). ('captain'. 'captain'. 3). 1. 0. 0. 0. 0)
(('duke'. 'duke'. 3). ('captain'. 'captain'. 3). 1. 0. 0. 0. 1),(('duke'. 'dead'. 3). ('captain'. 'captain'. 3). 1. 0. 0. 0. 0)
(('dead'. 'duke'. 3). ('captain'. 'captain'. 3). 1. 0. 0. 0. 0),(('dead'. 'duke'. 4). ('captain'. 'captain'. 3). 2. 0. 0. 0. 0)
(('dead'. 'duke'. 3). ('captain'. 'captain'. 3). 1. 0. 0. 0. 0),(('dead'. 'duke'. 3). ('captain'. 'captain'. 3). 2. 0. 1. 0. 0)
(('dead'. 'duke'. 3). ('captain'. 'captain'. 3). 1. 0. 0. 0. 0),(('dead'. 'duke'. 6). ('captain'. 'captain'. 3). 2. 0. 0. 0. 0)
(('dead'. 'duke'. 3). ('captain'. 'captain'. 3). 2. 0. 1. 0. 0),(('dead'. 'duke'. 5). ('captain'. 'captain'. 3). 2. 0. 0. 0. 0)
(('dead'. 'duke'. 6). ('captain'. 'captain'. 3). 2. 0. 0. 0. 0),(('dead'. 'duke'. 6). ('captain'. 'captain'. 3). 1. 0. 0. 1. 0)
(('dead'. 'duke'. 6). ('captain'. 'captain'. 3). 1. 0. 0. 1. 0),(('dead'. 'duke'. 4). ('captain'. 'captain'. 5). 1. 0. 0. 0. 0)
(('dead'. 'duke'. 4). ('captain'. 'captain'. 5). 1. 0. 0. 0. 0),(('dead'. 'duke'. 5). ('captain'. 'captain'. 5). 2. 0. 0. 0. 0)
(('dead'. 'duke'. 4). ('captain'. 'captain'. 5). 1. 0. 0. 0. 0),(('dead'. 'duke'. 4). ('captain'. 'captain'. 5). 2. 0. 1. 0. 0)
(('dead'. 'duke'. 4). ('captain'. 'captain'. 5). 1. 0. 0. 0. 0),(('dead'. 'duke'. 7). ('captain'. 'captain'. 5). 2. 0. 0. 0. 0)
(('dead'. 'duke'. 4). ('captain'. 'captain'. 5). 2. 0. 1. 0. 0),(('dead'. 'duke'. 6). ('captain'. 'captain'. 5). 2. 0. 0. 0. 0)
(('dead'. 'duke'. 7). ('captain'. 'captain'. 5). 2. 0. 0. 0. 0),(('dead'. 'duke'. 7). ('captain'. 'captain'. 5). 1. 0. 0. 1. 0)
(('dead'. 'duke'. 7). ('captain'. 'captain'. 5). 1. 0. 0. 1. 0),(('dead'. 'duke'. 5). ('captain'. 'captain'. 7). 1. 0. 0. 0. 0)
(('duke'. 'dead'. 3). ('captain'. 'captain'. 3). 1. 0. 0. 0. 0),(('duke'. 'dead'. 4). ('captain'. 'captain'. 3). 2. 0. 0. 0. 0)
(('duke'. 'dead'. 3). ('captain'. 'captain'. 3). 1. 0. 0. 0. 0),(('duke'. 'dead'. 3). ('captain'. 'captain'. 3). 2. 0. 1. 0. 0)
(('duke'. 'dead'. 3). ('captain'. 'captain'. 3). 1. 0. 0. 0. 0),(('duke'. 'dead'. 6). ('captain'. 'captain'. 3). 2. 0. 0. 0. 0)
(('duke'. 'dead'. 3). ('captain'. 'captain'. 3). 2. 0. 1. 0. 0),(('duke'. 'dead'. 5). ('captain'. 'captain'. 3). 2. 0. 0. 0. 0)
(('duke'. 'dead'. 6). ('captain'. 'captain'. 3). 2. 0. 0. 0. 0),(('duke'. 'dead'. 6). ('captain'. 'captain'. 3). 1. 0. 0. 1. 0)
(('duke'. 'dead'. 6). ('captain'. 'captain'. 3). 1. 0. 0. 1. 0),(('duke'. 'dead'. 4). ('captain'. 'captain'. 5). 1. 0. 0. 0. 0)
(('duke'. 'dead'. 4). ('captain'. 'captain'. 5). 1. 0. 0. 0. 0),(('duke'. 'dead'. 5). ('captain'. 'captain'. 5). 2. 0. 0. 0. 0)
(('duke'. 'dead'. 4). ('captain'. 'captain'. 5). 1. 0. 0. 0. 0),(('duke'. 'dead'. 4). ('captain'. 'captain'. 5). 2. 0. 1. 0. 0)
(('duke'. 'dead'. 4). ('captain'. 'captain'. 5). 1. 0. 0. 0. 0),(('duke'. 'dead'. 7). ('captain'. 'captain'. 5). 2. 0. 0. 0. 0)
(('duke'. 'dead'. 4). ('captain'. 'captain'. 5). 2. 0. 1. 0. 0),(('duke'. 'dead'. 6). ('captain'. 'captain'. 5). 2. 0. 0. 0. 0)
